fecha,precio_usd
3/8/2023,17.0193
4/8/2023,17.2892
7/8/2023,17.0555
8/8/2023,17.0608
9/8/2023,17.1122
10/8/2023,17.0767
11/8/2023,16.9548
14/08/2023,17.0045
15/08/2023,17.0672
16/08/2023,17.1388
17/08/2023,17.0768
18/08/2023,17.1225
21/08/2023,17.0477
22/08/2023,17.0202
23/08/2023,16.9267
24/08/2023,16.8077
25/08/2023,16.809
28/08/2023,16.7718
29/08/2023,16.7432
30/08/2023,16.8402
31/08/2023,16.7477
1/9/2023,16.917
4/9/2023,17.1113
5/9/2023,17.175
6/9/2023,17.3492
7/9/2023,17.5805
8/9/2023,17.5543
11/9/2023,17.5767
12/9/2023,17.3813
13/09/2023,17.2553
14/09/2023,17.1235
15/09/2023,17.1042
18/09/2023,17.0807
19/09/2023,17.1307
20/09/2023,17.0805
21/09/2023,17.024
22/09/2023,17.1675
25/09/2023,17.1568
26/09/2023,17.3733
27/09/2023,17.4758
28/09/2023,17.7287
29/09/2023,17.6195
2/10/2023,17.4127
3/10/2023,17.592
4/10/2023,17.9025
5/10/2023,18.017
6/10/2023,18.2407
9/10/2023,18.1837
10/10/2023,18.3482
11/10/2023,17.9917
12/10/2023,17.842
13/10/2023,17.9132
16/10/2023,18.0362
17/10/2023,17.9568
18/10/2023,17.9097
19/10/2023,18.244
20/10/2023,18.2873
23/10/2023,18.2343
24/10/2023,18.1218
25/10/2023,18.2842
26/10/2023,18.3122
27/10/2023,18.2178
30/10/2023,18.0752
31/10/2023,18.064
1/11/2023,18.0368
3/11/2023,17.9305
6/11/2023,17.4117
7/11/2023,17.5308
8/11/2023,17.5097
9/11/2023,17.5017
10/11/2023,17.4888
13/11/2023,17.748
14/11/2023,17.6138
15/11/2023,17.3917
16/11/2023,17.3387
17/11/2023,17.2708
21/11/2023,17.2175
22/11/2023,17.2102
23/11/2023,17.2133
24/11/2023,17.1787
27/11/2023,17.1268
28/11/2023,17.1555
29/11/2023,17.1357
30/11/2023,17.187
1/12/2023,17.373
4/12/2023,17.2143
5/12/2023,17.406
6/12/2023,17.4215
7/12/2023,17.2685
8/12/2023,17.4197
11/12/2023,17.3688
13/12/2023,17.447
14/12/2023,17.398
15/12/2023,17.299
18/12/2023,17.1908
19/12/2023,17.2277
20/12/2023,17.0652
21/12/2023,17.0673
22/12/2023,17.059
26/12/2023,16.9738
27/12/2023,16.9727
28/12/2023,16.922
29/12/2023,16.8935
2/1/2024,16.919
3/1/2024,17.0297
4/1/2024,17.0492
5/1/2024,17.0458
8/1/2024,16.8987
9/1/2024,16.8133
10/1/2024,16.9347
11/1/2024,16.9912
12/1/2024,16.9898
15/01/2024,16.858
16/01/2024,16.8983
17/01/2024,17.1598
18/01/2024,17.2957
19/01/2024,17.1995
22/01/2024,17.1325
23/01/2024,17.1125
24/01/2024,17.352
25/01/2024,17.1673
26/01/2024,17.2375
29/01/2024,17.1657
30/01/2024,17.2333
31/01/2024,17.1932
1/2/2024,17.1633
2/2/2024,17.1335
6/2/2024,17.1447
7/2/2024,17.0357
8/2/2024,17.0398
9/2/2024,17.1023
12/2/2024,17.0855
13/02/2024,17.068
14/02/2024,17.1982
15/02/2024,17.1105
16/02/2024,17.068
19/02/2024,17.0602
20/02/2024,17.05
21/02/2024,17.0458
22/02/2024,17.0603
23/02/2024,17.121
